id,category_id,name,agb_code,e_climate_change,e_ozone_depletion,e_ionizing_radiation,e_ozone_formation,e_particulate_matter,e_non_carcinogenic_toxicity,e_carcinogenic_toxicity,e_land_water_acidification,e_freshwater_eutrophication,e_marine_eutrophication,e_terrestrial_eutrophication,e_freshwater_ecotoxicity,e_land_use,e_water_use,e_energy_use,e_mineral_use,aw_index,aw_antibio_index,s_child_labour,s_forced_labour,s_fair_salary,s_working_time,s_discrimination,s_health_safety_workers,s_social_benefits_legal_issues,s_workers_rights,s_fair_competition,s_corruption,s_contribution_econ_dev,s_illiteracy,s_health_safety_society,s_indigenous_rights,nutri_score
770298a1-316f-5bb8-8d05-ff7d056444fc,909dba02-f119-51ca-a3d9-dd70963269ab,Spring roll,25419,2.87,0.00,1.28,0.01,0.00,0.00,0.00,0.02,0.00,0.02,0.06,50.00,-6.26,16.00,54.30,0.00,0.848199945,0.823901199,0.01,0.03,0.27,0.02,0.21,0.45,0.10,0.90,0.01,0.40,-0.05,0.03,0.03,0.04,Nutriscore_B
13998d13-c32c-52aa-8fdd-a26f34864fd6,909dba02-f119-51ca-a3d9-dd70963269ab,Toasted ham sandwich topped with grated cheese,25400,4.40,0.00,1.12,0.01,0.00,0.00,0.00,0.06,0.00,0.02,0.24,79.70,216.00,1.01,43.00,0.00,0.023912009,4.771477139,0.01,0.03,0.27,0.02,0.21,0.45,0.10,0.90,0.01,0.40,-0.05,0.03,0.03,0.04,Nutriscore_D
dfa8caa5-2181-57b4-ba54-b01ba4d17025,909dba02-f119-51ca-a3d9-dd70963269ab,Toasted ham sandwich topped with grated cheese and a fried egg,25542,4.14,0.00,1.08,0.01,0.00,0.00,0.00,0.05,0.00,0.02,0.22,76.80,208.00,0.99,41.70,0.00,0.023912009,4.771477139,0.01,0.03,0.27,0.02,0.21,0.45,0.10,0.90,0.01,0.40,-0.05,0.03,0.03,0.04,Nutriscore_D
cfe8d47b-b4ca-5b82-8f36-fb38c1b59ede,909dba02-f119-51ca-a3d9-dd70963269ab,"Wheat tortilla wrap, filled with soy-based, vegetarian",7815_2,1.64,0.00,2.13,0.01,0.00,0.00,0.00,0.02,0.00,0.01,0.06,26.40,127.00,1.33,58.90,0.00,0,0,0.01,0.03,0.27,0.02,0.21,0.45,0.10,0.90,0.01,0.40,-0.05,0.03,0.03,0.04,Nutriscore_D
0aed5713-cfbb-5722-ba2f-57355d9e6883,5e7e9766-5dba-5bc1-938c-d780fe84f8af,Egg roll or Nem,25420,2.92,0.00,1.36,0.01,0.00,0.00,0.00,0.03,0.00,0.02,0.12,52.40,112.00,6.92,51.90,0.00,8.284327667,0.464209796,0.01,0.02,0.24,0.03,0.15,0.40,0.14,1.30,0.01,0.58,-0.05,0.05,0.04,0.87,Nutriscore_C
3f154538-da2c-55f5-9991-a306db45c42d,5e7e9766-5dba-5bc1-938c-d780fe84f8af,"Egg, fried without added fat",22505,2.40,0.00,0.61,0.01,0.00,0.00,0.00,0.03,0.00,0.01,0.13,65.40,166.00,0.93,30.70,0.00,8.284327667,0.464209796,0.01,0.02,0.24,0.03,0.15,0.40,0.14,1.30,0.01,0.58,-0.05,0.05,0.04,0.87,Nutriscore_A
88b749e7-6492-5314-adff-dc6d53a0d1b0,5e7e9766-5dba-5bc1-938c-d780fe84f8af,"Fritter, filled with eggs (filo pastry)",25557,3.11,0.00,1.33,0.01,0.00,0.00,0.00,0.03,0.00,0.02,0.11,52.20,111.00,7.04,55.30,0.00,8.284327667,0.464209796,0.01,0.02,0.24,0.03,0.15,0.40,0.14,1.30,0.01,0.58,-0.05,0.05,0.04,0.87,Nutriscore_D
875a2e12-7652-5639-a38d-48985f917d63,b7e54015-dbf7-50ff-9a20-2334be2d3299,"Omelette, with lardoons",22507,3.71,0.00,1.16,0.01,0.00,0.00,0.00,0.06,0.00,0.02,0.24,108.00,231.00,1.32,44.60,0.00,7.535868028,34.96010011,0.01,0.02,0.24,0.03,0.15,0.40,0.14,1.30,0.01,0.58,-0.05,0.05,0.04,0.87,Nutriscore_D
423e0055-7742-586e-90b1-3df88d25c984,4bf77835-cb5d-568c-afb1-ad1f09810752,"Omelette, with cheese",22506,2.90,0.00,0.89,0.01,0.00,0.00,0.00,0.04,0.00,0.01,0.17,62.70,181.00,0.79,33.80,0.00,7.706471831,2.17237453,0.01,0.02,0.24,0.03,0.15,0.40,0.14,1.30,0.01,0.58,-0.05,0.05,0.04,0.87,Nutriscore_D
f77cbb39-d165-5712-8c97-376810a3bfc5,2344099b-88d1-5229-bdca-1e92b9402f62,"Omelette, with mushrooms",22508,3.69,0.00,0.86,0.01,0.00,0.00,0.00,0.03,0.00,0.01,0.13,62.70,134.00,16.70,49.90,0.00,5.813877389,0.767437617,0.01,0.02,0.24,0.03,0.15,0.40,0.14,1.30,0.01,0.58,-0.05,0.05,0.04,0.87,Nutriscore_B
1c240478-4c43-50d2-9242-36eebe6551b4,71d9eca4-01b7-5020-a9c4-17474c63d94d,"Omelette, with herbs",22509,2.00,0.00,0.83,0.01,0.00,0.00,0.00,0.03,0.00,0.01,0.12,59.40,151.00,0.80,31.80,0.00,5.813877389,0.767437617,0.01,0.02,0.24,0.03,0.15,0.40,0.14,1.30,0.01,0.58,-0.05,0.05,0.04,0.87,Nutriscore_C
e6dc91b8-d747-5549-9b35-b695836a698e,71d9eca4-01b7-5020-a9c4-17474c63d94d,Spanish-style tortilla with onions (omelette with potatoes and onions),22510,1.17,0.00,0.73,0.00,0.00,0.00,0.00,0.02,0.00,0.01,0.07,28.80,124.00,2.68,26.70,0.00,5.813877389,0.767437617,0.01,0.02,0.24,0.03,0.15,0.40,0.14,1.30,0.01,0.58,-0.05,0.05,0.04,0.87,Nutriscore_C
8b57e154-656f-51c3-aa4e-0ac62e802d12,4fc2cc50-eaeb-5213-bea1-2fc6383bd7e7,"Egg, scrambled, with added fat",22502,3.44,0.00,0.68,0.01,0.00,0.00,0.00,0.04,0.00,0.02,0.19,80.20,221.00,1.05,34.10,0.00,8.67400993,0.812488952,0.01,0.02,0.24,0.03,0.15,0.40,0.14,1.30,0.01,0.58,-0.05,0.05,0.04,0.87,Nutriscore_C
66d6da84-db66-5981-aa19-9967fba7fd84,e364f580-ea55-5bdc-b5e0-eabf3ac7178c,"Egg, poached",22011,2.74,0.00,0.99,0.01,0.00,0.00,0.00,0.03,0.00,0.01,0.13,65.60,164.00,0.99,43.00,0.00,7.836911278,0.439138954,0.01,0.02,0.24,0.03,0.15,0.40,0.14,1.30,0.01,0.58,-0.05,0.05,0.04,0.87,Nutriscore_A
83205eed-044a-5a71-bd6c-9ea43788a69a,46d6b61d-1c57-54f5-af6e-23c09e13d315,Couscous w fish,25107,4.74,0.00,0.70,0.08,0.00,0.00,0.00,0.11,0.00,0.03,0.29,27.90,31.90,0.75,76.00,0.00,23.57469288,4.564672749,1.94,0.86,5.28,0.14,1.15,2.60,1.75,11.74,0.06,10.44,-0.33,0.98,1.55,1.00,Nutriscore_B
db7b6ca4-5e52-51bd-90ee-89c9b2a1455e,46d6b61d-1c57-54f5-af6e-23c09e13d315,Paëlla,25031,3.28,0.00,0.77,0.03,0.00,0.00,0.00,0.06,0.00,0.02,0.20,49.40,79.10,3.80,50.10,0.00,23.57469288,4.564672749,1.94,0.86,5.28,0.14,1.15,2.60,1.75,11.74,0.06,10.44,-0.33,0.98,1.55,1.00,Nutriscore_C
0f29e9bc-1238-5519-b3b9-d912289f2599,46d6b61d-1c57-54f5-af6e-23c09e13d315,"Risotto, w seafood",25188,3.27,0.00,0.90,0.01,0.00,0.00,0.00,0.02,0.00,0.01,0.07,35.20,78.90,3.63,50.40,0.00,23.57469288,4.564672749,1.94,0.86,5.28,0.14,1.15,2.60,1.75,11.74,0.06,10.44,-0.33,0.98,1.55,1.00,Nutriscore_C
5a3e1210-8fcf-58a9-955e-5176043441f9,46d6b61d-1c57-54f5-af6e-23c09e13d315,Vol-au-vent with fish and seafood,25503,8.81,0.00,1.20,0.16,0.00,0.00,0.00,0.22,0.00,0.06,0.59,62.90,46.80,0.72,137.00,0.00,23.57469288,4.564672749,1.94,0.86,5.28,0.14,1.15,2.60,1.75,11.74,0.06,10.44,-0.33,0.98,1.55,1.00,Nutriscore_D
54a87a0b-4cbd-575a-b2e6-8cb48e90852d,74a52fd1-4b83-584f-b172-2b714c76d29d,Fish on skewer,25539,14.60,0.00,0.89,0.29,0.00,0.00,0.00,0.40,0.00,0.10,1.06,86.60,61.70,0.57,204.00,0.00,1.771834517,0,1.94,0.86,5.28,0.14,1.15,2.60,1.75,11.74,0.06,10.44,-0.33,0.98,1.55,1.00,Nutriscore_A
9c50efff-fbff-5729-9f85-814607f46496,74a52fd1-4b83-584f-b172-2b714c76d29d,Fish w bordelaise sauce,25086,10.40,0.00,1.01,0.14,0.00,0.00,0.00,0.19,0.00,0.06,0.54,101.00,158.00,28.00,138.00,0.00,1.771834517,0,1.94,0.86,5.28,0.14,1.15,2.60,1.75,11.74,0.06,10.44,-0.33,0.98,1.55,1.00,Nutriscore_C
c008075f-052b-5596-b52e-4930975217bd,74a52fd1-4b83-584f-b172-2b714c76d29d,"Fish, in sauce, frozen",26054,9.74,0.00,1.01,0.17,0.00,0.00,0.00,0.23,0.00,0.06,0.63,61.60,52.10,0.83,143.00,0.00,1.771834517,0,1.94,0.86,5.28,0.14,1.15,2.60,1.75,11.74,0.06,10.44,-0.33,0.98,1.55,1.00,Nutriscore_B
81562e58-95f2-5cfd-bbaf-538d82247cdc,74a52fd1-4b83-584f-b172-2b714c76d29d,White fish with Florentine-style sauce (spinach sauce),25140,9.35,0.00,0.78,0.17,0.00,0.00,0.00,0.24,0.00,0.06,0.65,61.70,86.60,0.63,128.00,0.00,1.771834517,0,1.94,0.86,5.28,0.14,1.15,2.60,1.75,11.74,0.06,10.44,-0.33,0.98,1.55,1.00,Nutriscore_B
5688e746-2009-5891-8cbe-e637a6041f40,74a52fd1-4b83-584f-b172-2b714c76d29d,White fish with mustard sauce,25142,9.35,0.00,0.78,0.17,0.00,0.00,0.00,0.24,0.00,0.06,0.65,61.70,86.60,0.63,128.00,0.00,1.771834517,0,1.94,0.86,5.28,0.14,1.15,2.60,1.75,11.74,0.06,10.44,-0.33,0.98,1.55,1.00,Nutriscore_B
56564718-b363-5486-8ce8-9720eedd08e3,74a52fd1-4b83-584f-b172-2b714c76d29d,White fish with Parisian-style sauce (mushrooms sauce),25143,10.50,0.00,0.86,0.19,0.00,0.00,0.00,0.26,0.00,0.07,0.70,76.90,85.30,7.30,143.00,0.00,2.427261699,0.011089353,1.94,0.86,5.28,0.14,1.15,2.60,1.75,11.74,0.06,10.44,-0.33,0.98,1.55,1.00,Nutriscore_B
17f4342c-750a-5b72-9160-0c03b39f3bec,74a52fd1-4b83-584f-b172-2b714c76d29d,White fish with Provencal-style sauce (tomato sauce),25128,10.00,0.00,0.77,0.20,0.00,0.00,0.00,0.27,0.00,0.07,0.72,63.20,82.60,1.66,143.00,0.00,1.771834517,0,1.94,0.86,5.28,0.14,1.15,2.60,1.75,11.74,0.06,10.44,-0.33,0.98,1.55,1.00,Nutriscore_A
c2faf97e-9c95-5da2-8560-baf52e9df16e,74a52fd1-4b83-584f-b172-2b714c76d29d,"White fish with shallots, mussels and white wine sauce",25141,10.40,0.00,1.01,0.14,0.00,0.00,0.00,0.19,0.00,0.06,0.54,101.00,158.00,28.00,138.00,0.00,1.771834517,0,1.94,0.86,5.28,0.14,1.15,2.60,1.75,11.74,0.06,10.44,-0.33,0.98,1.55,1.00,Nutriscore_B
2fe92665-2c1a-58a1-a8f8-d10b46c75e3a,74a52fd1-4b83-584f-b172-2b714c76d29d,White fish with sorrel sauce,25146,9.35,0.00,0.78,0.17,0.00,0.00,0.00,0.24,0.00,0.06,0.65,61.70,86.60,0.63,128.00,0.00,1.771834517,0,1.94,0.86,5.28,0.14,1.15,2.60,1.75,11.74,0.06,10.44,-0.33,0.98,1.55,1.00,Nutriscore_C
bd022e03-9bb4-58d4-ae34-2e3de6ceef0f,74a52fd1-4b83-584f-b172-2b714c76d29d,White fish with tarragon sauce,25145,9.35,0.00,0.78,0.17,0.00,0.00,0.00,0.24,0.00,0.06,0.65,61.70,86.60,0.63,128.00,0.00,1.771834517,0,1.94,0.86,5.28,0.14,1.15,2.60,1.75,11.74,0.06,10.44,-0.33,0.98,1.55,1.00,Nutriscore_B
694f8afb-030f-541c-b979-ad1190bfc5ad,8cd4edac-44b0-55d5-8e8e-89e732b88caf,"Fish and shrimp 'au gratin', previously frozen",25038,9.95,0.00,1.12,0.15,0.00,0.00,0.00,0.21,0.00,0.05,0.60,66.30,137.00,0.79,142.00,0.00,2.284530918,0.788561973,1.94,0.86,5.28,0.14,1.15,2.60,1.75,11.74,0.06,10.44,-0.33,0.98,1.55,1.00,Nutriscore_C
11bd7bfa-238b-5a83-a066-12e0876de826,8cd4edac-44b0-55d5-8e8e-89e732b88caf,Fish brandade or fish shepherd's pie,25154,9.61,0.00,0.75,0.17,0.00,0.00,0.00,0.24,0.00,0.06,0.65,60.70,72.50,0.93,134.00,0.00,2.284530918,0.788561973,1.94,0.86,5.28,0.14,1.15,2.60,1.75,11.74,0.06,10.44,-0.33,0.98,1.55,1.00,Nutriscore_C
a135e6ac-e98a-5db6-967c-c640a81f2dd3,8cd4edac-44b0-55d5-8e8e-89e732b88caf,"Fish or seafood au gratin, intended to be cook",25037,9.56,0.00,0.89,0.16,0.00,0.00,0.00,0.22,0.00,0.06,0.62,66.70,176.00,0.58,127.00,0.00,2.284530918,0.788561973,1.94,0.86,5.28,0.14,1.15,2.60,1.75,11.74,0.06,10.44,-0.33,0.98,1.55,1.00,Nutriscore_C
04b1ca98-e740-56d9-85ff-4c505cb34e08,8cd4edac-44b0-55d5-8e8e-89e732b88caf,"Fish quenelle, in sauce",8932,5.84,0.00,1.32,0.07,0.00,0.00,0.00,0.12,0.00,0.03,0.36,54.40,129.00,0.58,80.80,0.00,2.284530918,0.788561973,1.94,0.86,5.28,0.14,1.15,2.60,1.75,11.74,0.06,10.44,-0.33,0.98,1.55,1.00,Nutriscore_C
4e9e239d-e352-5657-8c36-5befc81a6c4e,8cd4edac-44b0-55d5-8e8e-89e732b88caf,"Fish quenelle, raw",8933,5.76,0.00,0.78,0.07,0.00,0.00,0.00,0.12,0.00,0.03,0.36,53.60,129.00,0.55,68.90,0.00,2.284530918,0.788561973,1.94,0.86,5.28,0.14,1.15,2.60,1.75,11.74,0.06,10.44,-0.33,0.98,1.55,1.00,Nutriscore_D
eb42840f-1933-5029-ac4a-525086dde649,548b29c5-e424-51e9-a99a-3a896cfaea29,Salmon with sorrel,25077,5.38,0.00,0.94,0.03,0.00,0.00,0.00,0.04,0.00,0.07,0.17,103.00,261.00,1.09,67.70,0.00,4.033370651,35.6756892,1.94,0.86,5.28,0.14,1.15,2.60,1.75,11.74,0.06,10.44,-0.33,0.98,1.55,1.00,Nutriscore_C
937ddde5-1063-5a7f-98f7-7f5fe14980a1,fca4932f-f689-54d4-936f-c4d578980b8d,"Squid fritter, Roman-style",10002,6.03,0.00,0.25,0.11,0.00,0.00,0.00,0.15,0.00,0.04,0.40,33.70,8.86,0.32,82.50,0.00,70.5087703,0,1.94,0.86,5.28,0.14,1.15,2.60,1.75,11.74,0.06,10.44,-0.33,0.98,1.55,1.00,Nutriscore_D
7e9ba324-78a8-5e18-8193-218760897d83,942551b9-5760-5454-a513-11b388c5d56b,Sushi or maki with seafood products,25456,2.67,0.00,0.34,0.01,0.00,0.00,0.00,0.02,0.00,0.01,0.05,32.10,59.80,8.01,32.80,0.00,3.261391032,27.13389255,1.94,0.86,5.28,0.14,1.15,2.60,1.75,11.74,0.06,10.44,-0.33,0.98,1.55,1.00,Nutriscore_C
758199d1-b46f-5186-9cc0-7a01ffa241ae,98836b76-b05d-505e-8c93-50a6624947f1,Escalope cordon bleu (topped with a ham slice and Gruyere sauce),25089,5.44,0.00,1.47,0.02,0.00,0.00,0.00,0.12,0.00,0.03,0.54,140.00,310.00,2.16,70.10,0.00,20.35962829,70.32241237,0.02,0.05,0.70,0.05,0.49,0.81,0.23,1.33,0.02,0.39,-0.12,0.04,0.05,0.09,Nutriscore_D
bf8bd1a0-68f9-5e50-a1c9-c01b998b63a2,98836b76-b05d-505e-8c93-50a6624947f1,Ham and cheese in puffed pastry,25508,5.80,0.00,1.74,0.01,0.00,0.00,0.00,0.07,0.00,0.02,0.30,96.90,269.00,1.26,64.00,0.00,20.35962829,70.32241237,0.02,0.05,0.70,0.05,0.49,0.81,0.23,1.33,0.02,0.39,-0.12,0.04,0.05,0.09,Nutriscore_E
a0338a51-c793-5605-af3d-134b844f6804,76f716c7-4a34-5ced-998f-794d04e2d0be,"Beef, meat balls, cooked",25163,32.20,0.00,2.60,0.05,0.00,0.00,0.00,0.44,0.00,0.10,1.96,169.00,2080.00,3.17,111.00,0.00,2.372865248,38.32215021,0.02,0.05,0.70,0.05,0.49,0.81,0.23,1.33,0.02,0.39,-0.12,0.04,0.05,0.09,Nutriscore_D
929f2440-6cd9-5417-ac37-54aa154a676a,76f716c7-4a34-5ced-998f-794d04e2d0be,"Meat balls, beef, with tomato sauce",25211,12.30,0.00,1.17,0.02,0.00,0.00,0.00,0.17,0.00,0.04,0.72,66.30,783.00,2.20,52.00,0.00,2.372865248,38.32215021,0.02,0.05,0.70,0.05,0.49,0.81,0.23,1.33,0.02,0.39,-0.12,0.04,0.05,0.09,Nutriscore_D
7ad776a2-5032-5ea6-9bbd-b32baf4aebf7,76f716c7-4a34-5ced-998f-794d04e2d0be,Pork with caramel sauce,25207,7.01,0.00,1.80,0.02,0.00,0.00,0.00,0.10,0.00,0.03,0.44,192.00,380.00,2.65,72.40,0.00,2.372865248,38.32215021,0.02,0.05,0.70,0.05,0.49,0.81,0.23,1.33,0.02,0.39,-0.12,0.04,0.05,0.09,Nutriscore_C
ce949c9e-7601-5186-a779-25ecc2b7a75c,76f716c7-4a34-5ced-998f-794d04e2d0be,Stuffed cabbage,25106,3.50,0.00,1.09,0.01,0.00,0.00,0.00,0.04,0.00,0.02,0.18,75.50,170.00,1.04,44.20,0.00,2.372865248,38.32215021,0.02,0.05,0.70,0.05,0.49,0.81,0.23,1.33,0.02,0.39,-0.12,0.04,0.05,0.09,Nutriscore_C
b91e3967-431c-55fa-9c98-dd61258b643e,76f716c7-4a34-5ced-998f-794d04e2d0be,Stuffed tomatoes,25103,3.47,0.00,1.09,0.01,0.00,0.00,0.00,0.04,0.00,0.01,0.18,74.10,160.00,1.16,44.60,0.00,2.372865248,38.32215021,0.02,0.05,0.70,0.05,0.49,0.81,0.23,1.33,0.02,0.39,-0.12,0.04,0.05,0.09,Nutriscore_C
0a48b253-6f48-5bc3-ba63-51a4611e65c7,76f716c7-4a34-5ced-998f-794d04e2d0be,Stuffed vegetables (excluding tomato),25511,3.39,0.00,1.08,0.01,0.00,0.00,0.00,0.04,0.00,0.01,0.18,73.60,160.00,1.28,44.20,0.00,2.372865248,38.32215021,0.02,0.05,0.70,0.05,0.49,0.81,0.23,1.33,0.02,0.39,-0.12,0.04,0.05,0.09,Nutriscore_C
93c586f8-214a-551b-8b5d-7a4fb96174f8,dae4d700-9c24-5d61-83db-1136a282a160,"Burger, beef based, 15% fat, raw",6260,17.50,0.00,1.31,0.03,0.00,0.00,0.00,0.24,0.00,0.05,1.05,95.40,1120.00,1.69,61.70,0.00,10.87515756,9.157729549,0.02,0.05,0.70,0.05,0.49,0.81,0.23,1.33,0.02,0.39,-0.12,0.04,0.05,0.09,Nutriscore_D
717451fc-4c79-5aa8-879b-60e6332a75e3,4db7e8d8-e516-5bbe-9f4e-330a33a7b1ad,Chicken with curry and coconut milk sauce,25174,5.68,0.00,1.00,0.02,0.00,0.00,0.00,0.14,0.00,0.03,0.63,164.00,348.00,2.81,65.10,0.00,4.092567636,9.770693707,0.02,0.05,0.70,0.05,0.49,0.81,0.23,1.33,0.02,0.39,-0.12,0.04,0.05,0.09,Nutriscore_C
d4a69150-2a2f-55b6-8f50-5ffb385ae380,4db7e8d8-e516-5bbe-9f4e-330a33a7b1ad,"Chicken, nugget, breaded croquette",36027,3.87,0.00,1.37,0.01,0.00,0.00,0.00,0.08,0.00,0.02,0.34,92.50,220.00,1.51,58.00,0.00,4.092567636,9.770693707,0.02,0.05,0.70,0.05,0.49,0.81,0.23,1.33,0.02,0.39,-0.12,0.04,0.05,0.09,Nutriscore_D
6628611b-3be8-57fe-a10c-36a19ccad441,4db7e8d8-e516-5bbe-9f4e-330a33a7b1ad,"Egg roll or Nem, with chicken, cooked",25582,2.92,0.00,1.36,0.01,0.00,0.00,0.00,0.03,0.00,0.02,0.12,52.40,112.00,6.92,51.90,0.00,4.092567636,9.770693707,0.02,0.05,0.70,0.05,0.49,0.81,0.23,1.33,0.02,0.39,-0.12,0.04,0.05,0.09,Nutriscore_C
530382a6-f60b-5246-94bc-f1d597494959,4db7e8d8-e516-5bbe-9f4e-330a33a7b1ad,"Egg roll or Nem, with pork, cooked",25583,2.92,0.00,1.36,0.01,0.00,0.00,0.00,0.03,0.00,0.02,0.12,52.40,112.00,6.92,51.90,0.00,4.092567636,9.770693707,0.02,0.05,0.70,0.05,0.49,0.81,0.23,1.33,0.02,0.39,-0.12,0.04,0.05,0.09,Nutriscore_C
a8ffcc73-6a31-556e-baac-b287cf2a04c3,4db7e8d8-e516-5bbe-9f4e-330a33a7b1ad,"Fritter, filled (filo pastry) (garnish : shrimps, vegetables, poultry, meat, etc.)",25438,3.11,0.00,1.33,0.01,0.00,0.00,0.00,0.03,0.00,0.02,0.11,52.20,111.00,7.04,55.30,0.00,4.092567636,9.770693707,0.02,0.05,0.70,0.05,0.49,0.81,0.23,1.33,0.02,0.39,-0.12,0.04,0.05,0.09,Nutriscore_D
a6fcf544-e98d-5b44-8ffa-defd29111dd3,4db7e8d8-e516-5bbe-9f4e-330a33a7b1ad,"Fritter, filled with beef (filo pastry)",25558,3.11,0.00,1.33,0.01,0.00,0.00,0.00,0.03,0.00,0.02,0.11,52.20,111.00,7.04,55.30,0.00,4.092567636,9.770693707,0.02,0.05,0.70,0.05,0.49,0.81,0.23,1.33,0.02,0.39,-0.12,0.04,0.05,0.09,Nutriscore_E
f0b915b5-28d8-5293-9b35-2f0d555d0851,4db7e8d8-e516-5bbe-9f4e-330a33a7b1ad,Milanese-style turkey escalope or breaded veal escalope,36318,5.22,0.00,1.47,0.02,0.00,0.00,0.00,0.12,0.00,0.03,0.53,145.00,311.00,2.26,70.60,0.00,4.092567636,9.770693707,0.02,0.05,0.70,0.05,0.49,0.81,0.23,1.33,0.02,0.39,-0.12,0.04,0.05,0.09,Nutriscore_B
0601efd8-c439-5403-979a-048f668e53bb,4db7e8d8-e516-5bbe-9f4e-330a33a7b1ad,Poultry nuggets,25512,3.87,0.00,1.37,0.01,0.00,0.00,0.00,0.08,0.00,0.02,0.34,92.50,220.00,1.51,58.00,0.00,4.092567636,9.770693707,0.02,0.05,0.70,0.05,0.49,0.81,0.23,1.33,0.02,0.39,-0.12,0.04,0.05,0.09,Nutriscore_C
cf1723ea-93bd-50fd-9d69-2cfa911eca45,4db7e8d8-e516-5bbe-9f4e-330a33a7b1ad,"Turkey, breaded escalope",36036,7.41,0.00,1.29,0.03,0.00,0.00,0.00,0.18,0.00,0.04,0.80,213.00,445.00,3.22,82.30,0.00,4.092567636,9.770693707,0.02,0.05,0.70,0.05,0.49,0.81,0.23,1.33,0.02,0.39,-0.12,0.04,0.05,0.09,Nutriscore_D
ac0b3ef6-2852-5b2d-89fc-5075fc34db7e,4db7e8d8-e516-5bbe-9f4e-330a33a7b1ad,"Veal, bread escalope, cooked",25173,23.10,0.00,2.05,0.04,0.00,0.00,0.00,0.27,0.00,0.07,1.14,311.00,1060.00,3.28,124.00,0.00,4.092567636,9.770693707,0.02,0.05,0.70,0.05,0.49,0.81,0.23,1.33,0.02,0.39,-0.12,0.04,0.05,0.09,Nutriscore_B
35bba3a2-343e-5956-9e67-7fb848c1cb7e,fa079f98-57d8-5fff-b807-05f7e12faac6,Beef stew with carrots,25065,23.00,0.00,1.24,0.04,0.00,0.00,0.00,0.31,0.00,0.07,1.36,125.00,1440.00,7.52,72.30,0.00,33.30717768,15.23628242,0.02,0.05,0.70,0.05,0.49,0.81,0.23,1.33,0.02,0.39,-0.12,0.04,0.05,0.09,Nutriscore_A
dd5e5312-d0c7-5fc2-bd5f-b2f8d6cbd306,fa079f98-57d8-5fff-b807-05f7e12faac6,Boiled meat with vegetables,25013,17.70,0.00,1.11,0.03,0.00,0.00,0.00,0.24,0.00,0.05,1.06,97.90,1120.00,1.78,57.10,0.00,33.30717768,15.23628242,0.02,0.05,0.70,0.05,0.49,0.81,0.23,1.33,0.02,0.39,-0.12,0.04,0.05,0.09,Nutriscore_A
4f951a26-b39c-5cad-8081-5aec5078b4de,fa079f98-57d8-5fff-b807-05f7e12faac6,Burgundy-style beef stew,25033,25.00,0.00,1.29,0.04,0.00,0.00,0.00,0.34,0.00,0.07,1.49,134.00,1580.00,7.92,75.30,0.00,33.30717768,15.23628242,0.02,0.05,0.70,0.05,0.49,0.81,0.23,1.33,0.02,0.39,-0.12,0.04,0.05,0.09,Nutriscore_B
61874667-c1fa-5eaa-8bdf-785b6f10e4e1,fa079f98-57d8-5fff-b807-05f7e12faac6,Chicken tagine,25204,4.74,0.00,0.93,0.02,0.00,0.00,0.00,0.11,0.00,0.03,0.50,131.00,301.00,3.10,58.30,0.00,33.30717768,15.23628242,0.02,0.05,0.70,0.05,0.49,0.81,0.23,1.33,0.02,0.39,-0.12,0.04,0.05,0.09,Nutriscore_C
efbecbdc-1e2f-58ae-a8a7-fc9cb3d42118,fa079f98-57d8-5fff-b807-05f7e12faac6,"Chicken, Basque style",25190,4.48,0.00,0.92,0.02,0.00,0.00,0.00,0.11,0.00,0.03,0.46,125.00,261.00,2.22,55.90,0.00,33.30717768,15.23628242,0.02,0.05,0.70,0.05,0.49,0.81,0.23,1.33,0.02,0.39,-0.12,0.04,0.05,0.09,Nutriscore_C
89c949aa-d35c-51c1-b3c9-03894d69b2af,fa079f98-57d8-5fff-b807-05f7e12faac6,Cockerel in red wine sauce,25121,6.41,0.00,1.03,0.02,0.00,0.00,0.00,0.14,0.00,0.03,0.61,163.00,335.00,9.88,72.50,0.00,33.30717768,15.23628242,0.02,0.05,0.70,0.05,0.49,0.81,0.23,1.33,0.02,0.39,-0.12,0.04,0.05,0.09,Nutriscore_A
8b2905f3-2dbc-5eac-9e74-c7fc48aa9559,fa079f98-57d8-5fff-b807-05f7e12faac6,"Duck with sauce (green pepper sauce, hunter-style sauce,etc.)",25058,1.26,0.00,0.87,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.05,13.40,48.40,0.87,32.00,0.00,33.30717768,15.23628242,0.02,0.05,0.70,0.05,0.49,0.81,0.23,1.33,0.02,0.39,-0.12,0.04,0.05,0.09,Nutriscore_B
412caf3d-b7ed-5dd0-8b2b-6a017e4de3f3,fa079f98-57d8-5fff-b807-05f7e12faac6,Mutton tagine,25159,27.80,0.00,1.30,0.05,0.00,0.00,0.00,0.57,0.00,0.11,2.50,146.00,2940.00,5.47,80.60,0.00,33.30717768,15.23628242,0.02,0.05,0.70,0.05,0.49,0.81,0.23,1.33,0.02,0.39,-0.12,0.04,0.05,0.09,Nutriscore_B
f85ea2d0-cd37-5f4f-8c39-60139d670bd9,fa079f98-57d8-5fff-b807-05f7e12faac6,Osso buco,25164,18.20,0.00,1.67,0.03,0.00,0.00,0.00,0.21,0.00,0.06,0.89,242.00,837.00,2.93,103.00,0.00,33.30717768,15.23628242,0.02,0.05,0.70,0.05,0.49,0.81,0.23,1.33,0.02,0.39,-0.12,0.04,0.05,0.09,Nutriscore_C
